3192,1,2234,0,24,1,0
94,0,0,1,17,0,0
2470,1,1342,0,18,2,0
1492,0,0,0,19,1,0
3421,0,0,0,16,2,0
393,4,2101,0,18,1,0
50,199,27114,6,17,77,1
6479,12,4590,0,11,7,0
1695,0,0,1,28,0,0
6328,2,5779,1,19,7,0
6376,6,14643,1,24,8,0
6243,3,2825,0,17,10,0
2054,1,4551,1,20,4,0
6335,3,5686,0,17,2,0
2910,0,0,0,14,0,0
7154,0,0,0,16,1,0
7024,0,0,0,19,0,0
41,2,2056,0,10,1,0
6131,0,0,0,20,0,0
74,118,11132,5,23,31,1
4450,48,11342,5,14,27,1
778,1,1529,0,16,1,0
843,0,0,0,31,0,0
6757,2,1051,1,12,0,0
64,3,16289,0,20,2,0
1960,1,4107,0,16,4,0
7659,1,3131,0,26,4,0
7612,7,2448,0,20,4,0
8431,2,9007,0,21,0,0
5771,2,2931,0,28,0,0
8679,0,0,0,19,0,0
2105,0,0,0,26,0,0
4883,2,6426,1,14,3,0
3678,0,0,0,19,1,0
7404,1,1014,0,23,0,0
6090,2,9932,0,17,4,0
6751,1,1287,0,24,3,0
104,236,11463,6,19,71,1
67,1,5365,2,17,1,0
4797,9,3039,1,26,7,0
1801,1,3212,0,20,0,0
6958,0,0,0,26,0,0
110,0,0,0,5,1,0
8557,0,0,0,12,0,0
98,1,1312,0,17,0,0
7324,1,1223,0,19,0,0
63,0,0,0,12,0,0
6162,1,1426,0,21,4,0
4160,0,0,0,24,0,0
5589,0,0,0,20,0,0
4380,1,11123,0,20,0,0
7879,0,0,0,22,0,0
100,141,6274,6,21,43,1
1819,10,3825,1,21,1,0
6132,7,19563,2,24,2,0
1388,9,6431,2,23,13,1
5969,0,0,0,20,0,0
122,5,4088,4,15,8,0
124,14,12293,0,12,4,0
4577,1,5486,0,29,1,0
7789,1,1897,2,18,7,0
906,1,2064,0,21,0,0
6083,10,2692,0,10,2,0
8536,1,1014,1,28,0,0
8003,2,1817,0,20,3,0
6068,1,1534,0,22,0,0
6519,0,0,1,16,2,0
1057,0,0,0,18,0,0
109,64,6487,3,18,41,1
2499,39,2839,2,17,16,1
4364,8,2666,4,22,8,0
181,3,1815,1,25,0,0
971,6,5593,0,24,6,0
95,13,4667,1,22,8,0
6073,2,1102,1,19,4,0
9001,2,2687,3,12,7,0
4544,7,9865,1,25,8,0
284,1,21190,0,25,0,0
8521,2,1702,0,20,0,0
7815,1,1124,0,20,0,0
9743,1,1078,0,21,0,0
9041,0,0,0,24,0,0
10387,0,0,0,15,2,0
1116,0,0,0,20,0,0
4656,1,1908,0,18,0,0
3212,1,1294,0,24,1,0
9768,1,3452,0,24,1,0
6866,2,2590,0,17,9,0
3143,1,2027,0,19,5,0
6002,0,0,0,25,0,0
2637,0,0,0,18,0,0
2687,0,0,0,21,0,0
8030,3,2885,0,18,5,0
7439,0,0,0,22,0,0
94,197,7535,6,11,60,1
5719,9,5785,0,24,6,0
3262,7,4452,2,23,15,1
868,7,2249,2,23,11,1
2554,2,2798,1,19,0,0
337,4,3311,2,24,8,0
5451,0,0,0,21,3,0
3002,1,2147,0,22,0,0
8573,0,0,0,23,0,0
65,2,1461,0,9,7,0
477,0,0,0,24,0,0
5614,0,0,0,26,0,0
5039,0,0,0,24,1,0
4731,0,0,0,23,0,0
3275,0,0,0,13,0,0
6681,0,0,0,18,5,0
293,0,0,0,16,0,0
2450,0,0,0,25,2,0
93,0,0,0,25,0,0
64,0,0,0,15,0,0
57,198,29647,5,16,52,1
1167,3,14420,0,35,0,0
73,0,0,0,17,4,0
426,2,4735,0,23,0,0
70,1,1353,0,19,0,0
7864,3,1286,0,22,6,0
53,1,4339,0,15,2,0
982,0,0,0,22,2,0
76,1,2416,0,16,0,0
4836,0,0,0,40,0,0
4552,4,3618,0,19,0,0
8375,0,0,0,19,0,0
48,168,23477,5,10,49,1
5624,22,4561,2,22,8,1
70,2,34813,1,19,1,0
1506,0,0,1,23,2,0
4581,1,259100,0,19,1,0
3257,2,1818,1,19,0,0
2169,0,0,1,15,0,0
3079,1,3141,1,24,0,0
50,0,0,0,16,0,0
58,239,26366,3,14,64,1
2464,2,3131,1,23,0,0
4224,0,0,0,18,0,0
1171,2,1672,0,22,0,0
2612,3,2617,0,23,1,0
2906,0,0,1,23,0,0
2638,0,0,0,21,0,0
3519,0,0,0,23,2,0
3406,1,10292,0,15,0,0
1056,0,0,0,26,0,0
240,1,2941,0,22,0,0
8,201,42279,6,45,256,1
61,8,5888,1,23,8,1
114,3,5945,1,26,24,1
6096,1,1011,0,28,2,0
3830,1,1768,0,20,0,0
3062,2,2771,0,25,5,0
83,0,0,0,20,0,0
1380,0,0,0,20,11,0
2718,0,0,0,25,2,0
2153,0,0,0,22,1,0
524,0,0,0,20,10,0
2773,1,4017,0,27,5,0
2111,0,0,0,16,1,0
5298,0,0,0,20,0,0
2553,0,0,0,23,2,0
1784,1,2370,0,26,0,0
635,0,0,0,23,1,0
1354,0,0,0,21,0,0
4878,0,0,0,17,2,0
2149,0,0,0,17,3,0
1125,1,3481,0,23,0,0
5218,0,0,0,20,0,0
2851,0,0,0,27,1,0
2229,1,1373,0,28,0,0
841,0,0,0,26,2,0
815,0,0,0,27,4,0
5093,0,0,0,21,0,0
2141,0,0,0,18,0,0
1545,0,0,0,21,1,0
1901,0,0,0,27,0,0
5783,0,0,0,18,1,0
2932,1,3367,0,19,1,0
3772,0,0,0,21,0,0
2604,0,0,0,22,2,0
3671,0,0,0,22,2,0
5056,0,0,0,21,0,0
18,7,16823,2,23,7,1
6,1,11224,0,22,3,0
86,5,3968,1,16,10,1
6,94,12213,0,41,16,1
40,7,3886,2,19,13,1
48,140,42455,3,15,47,1
67,27,4558,2,11,27,1
6456,3,1973,1,16,0,0
2096,3,93475,1,25,2,0
1334,2,1634,0,20,7,0
6705,0,0,0,29,6,0
4557,1,1607,2,22,2,0
875,3,2701,1,19,13,0
3924,1,19313,0,26,5,0
5741,0,0,0,16,1,0
2813,0,0,0,15,1,0
66,1,1491,0,21,2,0
2764,0,0,1,24,7,0
2227,0,0,0,16,2,0
4897,0,0,0,23,1,0
4998,1,1025,0,16,1,0
2014,0,0,0,18,7,0
4327,0,0,0,25,3,0
1083,1,1000,0,29,1,0
6512,1,2410,0,26,1,0
5493,0,0,0,19,1,0
6431,1,4202,0,21,8,0
6021,0,0,0,18,2,0
1905,1,3315,0,17,3,0
1904,0,0,0,15,0,0
1568,0,0,0,26,2,0
1822,2,6583,0,22,6,0
473,0,0,0,21,3,0
5545,0,0,0,15,0,0
954,0,0,0,21,0,0
2012,0,0,0,19,0,0
57,198,29647,5,16,52,1
1167,3,14420,0,35,0,0
73,0,0,0,17,4,0
426,2,4735,0,23,0,0
70,1,1353,0,19,0,0
7864,3,1286,0,22,6,0
53,1,4339,0,15,2,0
982,0,0,0,22,2,0
76,1,2416,0,16,0,0
4836,0,0,0,40,0,0
4552,4,3618,0,19,0,0
8375,0,0,0,19,0,0
47,205,24999,4,14,38,1
746,12,4969,1,24,8,0
4766,3,1991,0,21,0,0
3254,4,8180,2,24,0,0
2543,0,0,1,25,0,0
1316,1,2802,0,15,0,0
